country,source,year,macro_region,meso_region,development_level,gdp_per_capita,gdp_volume,hdi,ECI,code,country_population_2018,country_population_2018_level,count,relative_1M_count
algeria,BEHANCE,2013,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,65,1.539247921097678
algeria,BEHANCE,2014,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,31,0.7341028546773541
algeria,BEHANCE,2015,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,28,0.6630606429343844
algeria,BEHANCE,2016,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,40,0.9472294899062633
algeria,BEHANCE,2017,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,76,1.7997360308219004
algeria,BEHANCE,2018,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,67,1.5866093955929912
algeria,EFLUX,2018,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,1,0.023680737247656583
algeria,MEETUP,2017,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,25,0.5920184311914146
algeria,MEETUP,2018,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,41,0.97091022715392
algeria,TED,2010,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,1,0.023680737247656583
algeria,TED,2011,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,2,0.047361474495313166
algeria,TED,2012,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,4,0.09472294899062633
algeria,TED,2013,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,7,0.1657651607335961
algeria,TED,2014,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,2,0.047361474495313166
algeria,TED,2015,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,4,0.09472294899062633
algeria,TED,2016,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,5,0.11840368623828292
algeria,TED,2017,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,3,0.07104221174296975
algeria,TED,2018,Africa,Northern Africa,Developing economies,15266.0,631867579050.0,0.759,-0.811671,DZA,42228415.0,5-50M,3,0.07104221174296975
andorra,BEHANCE,2013,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,10,129.85663827134843
andorra,BEHANCE,2014,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,13,168.81362975275297
andorra,BEHANCE,2015,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,38,493.45522543112406
andorra,BEHANCE,2016,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,21,272.6989403698317
andorra,BEHANCE,2017,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,8,103.88531061707874
andorra,BEHANCE,2018,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,1,12.985663827134843
andorra,MEETUP,2011,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,1,12.985663827134843
andorra,MEETUP,2017,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,1,12.985663827134843
andorra,TED,2010,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,1,12.985663827134843
andorra,TED,2011,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,3,38.95699148140453
andorra,TED,2012,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,4,51.94265530853937
andorra,TED,2013,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,2,25.971327654269686
andorra,TED,2014,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,1,12.985663827134843
andorra,TED,2015,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,1,12.985663827134843
andorra,TED,2016,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,2,25.971327654269686
andorra,TED,2017,Europe,Southern Europe,Developed economies,42030.0,3236543909.0,0.857,,AND,77008.0,<100k,1,12.985663827134843
angola,BEHANCE,2011,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,5,0.16228609435047375
angola,BEHANCE,2012,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,3,0.09737165661028425
angola,BEHANCE,2013,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,5,0.16228609435047375
angola,BEHANCE,2014,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,3,0.09737165661028425
angola,BEHANCE,2016,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,1,0.032457218870094756
angola,BEHANCE,2018,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,1,0.032457218870094756
angola,MEETUP,2017,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,27,0.8763449094925583
angola,MEETUP,2018,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,16,0.5193155019215161
angola,TED,2012,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,1,0.032457218870094756
angola,TED,2013,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,1,0.032457218870094756
angola,TED,2014,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,1,0.032457218870094756
angola,TED,2016,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,1,0.032457218870094756
angola,TED,2018,Africa,Middle Africa,Developing economies,6651.0,198298815204.0,0.574,-1.3177,AGO,30809787.0,5-50M,1,0.032457218870094756
antigua and barbuda,BEHANCE,2013,Americas,Caribbean,Developing economies,25146.0,2399538417.0,0.7759999999999999,,ATG,96282.0,<100k,7,72.70310130657859
antigua and barbuda,BEHANCE,2015,Americas,Caribbean,Developing economies,25146.0,2399538417.0,0.7759999999999999,,ATG,96282.0,<100k,5,51.93078664755614
antigua and barbuda,MEETUP,2017,Americas,Caribbean,Developing economies,25146.0,2399538417.0,0.7759999999999999,,ATG,96282.0,<100k,2,20.772314659022456
antigua and barbuda,TED,2015,Americas,Caribbean,Developing economies,25146.0,2399538417.0,0.7759999999999999,,ATG,96282.0,<100k,1,10.386157329511228
argentina,ART_EDUCATION,2012,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,5,0.1127112349431879
argentina,ART_EDUCATION,2013,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,1,0.02254224698863758
argentina,ART_EDUCATION,2014,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,1,0.02254224698863758
argentina,ART_EDUCATION,2015,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,1,0.02254224698863758
argentina,ART_EDUCATION,2016,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,2,0.04508449397727516
argentina,ART_EDUCATION,2017,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,2,0.04508449397727516
argentina,ART_EDUCATION,2018,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,1,0.02254224698863758
argentina,BEHANCE,2007,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,4,0.09016898795455032
argentina,BEHANCE,2008,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,115,2.592358403693322
argentina,BEHANCE,2009,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,410,9.242321265341408
argentina,BEHANCE,2010,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,869,19.589212633126056
argentina,BEHANCE,2011,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,1291,29.102040862331116
argentina,BEHANCE,2012,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,2649,59.71441227290095
argentina,BEHANCE,2013,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,3748,84.48834171341365
argentina,BEHANCE,2014,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,3833,86.40443270744784
argentina,BEHANCE,2015,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,2972,66.99555805023088
argentina,BEHANCE,2016,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,3335,75.17839370710634
argentina,BEHANCE,2017,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,3005,67.73945220085592
argentina,BEHANCE,2018,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,2765,62.32931292358291
argentina,EFLUX,2010,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,7,0.15779572892046306
argentina,EFLUX,2011,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,5,0.1127112349431879
argentina,EFLUX,2012,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,7,0.15779572892046306
argentina,EFLUX,2013,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,9,0.20288022289773822
argentina,EFLUX,2014,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,10,0.2254224698863758
argentina,EFLUX,2015,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,18,0.40576044579547643
argentina,EFLUX,2016,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,6,0.1352534819318255
argentina,EFLUX,2017,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,9,0.20288022289773822
argentina,EFLUX,2018,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,7,0.15779572892046306
argentina,MEETUP,2008,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,1,0.02254224698863758
argentina,MEETUP,2009,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,1,0.02254224698863758
argentina,MEETUP,2011,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,43,0.969316620511416
argentina,MEETUP,2012,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,73,1.6455840301705433
argentina,MEETUP,2013,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,126,2.840323120568335
argentina,MEETUP,2014,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,245,5.522850512216207
argentina,MEETUP,2015,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,518,11.676883940114267
argentina,MEETUP,2016,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,797,17.966170849944152
argentina,MEETUP,2017,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,791,17.830917368012326
argentina,MEETUP,2018,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,1100,24.796471687501338
argentina,TED,2009,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,1,0.02254224698863758
argentina,TED,2010,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,8,0.18033797590910064
argentina,TED,2011,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,14,0.3155914578409261
argentina,TED,2012,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,23,0.5184716807386643
argentina,TED,2013,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,26,0.586098421704577
argentina,TED,2014,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,28,0.6311829156818523
argentina,TED,2015,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,35,0.7889786446023153
argentina,TED,2016,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,42,0.9467743735227784
argentina,TED,2017,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,46,1.0369433614773287
argentina,TED,2018,Americas,South America,Developing economies,20843.0,918032825601.0,0.83,0.232335,ARG,44361150.0,5-50M,39,0.8791476325568657
armenia,BEHANCE,2009,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,18,6.098096005035672
armenia,BEHANCE,2010,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,37,12.534975121462216
armenia,BEHANCE,2011,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,51,17.277938680934405
armenia,BEHANCE,2012,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,54,18.294288015107018
armenia,BEHANCE,2013,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,44,14.90645690119831
armenia,BEHANCE,2014,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,118,39.97640714412274
armenia,BEHANCE,2015,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,156,52.85016537697582
armenia,BEHANCE,2016,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,208,70.4668871693011
armenia,BEHANCE,2017,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,186,63.01365871870195
armenia,BEHANCE,2018,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,140,47.429635594721894
armenia,EFLUX,2016,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,1,0.3387831113908707
armenia,MEETUP,2018,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,1,0.3387831113908707
armenia,TED,2010,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,2,0.6775662227817414
armenia,TED,2011,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,2,0.6775662227817414
armenia,TED,2012,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,7,2.3714817797360945
armenia,TED,2013,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,1,0.3387831113908707
armenia,TED,2014,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,3,1.016349334172612
armenia,TED,2015,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,3,1.016349334172612
armenia,TED,2016,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,11,3.7266142252995773
armenia,TED,2017,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,12,4.065397336690448
armenia,TED,2018,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,11,3.7266142252995773
armenia,TIMEPAD,2013,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,3,1.016349334172612
armenia,TIMEPAD,2014,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,5,1.6939155569543534
armenia,TIMEPAD,2015,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,3,1.016349334172612
armenia,TIMEPAD,2016,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,2,0.6775662227817414
armenia,TIMEPAD,2017,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,14,4.742963559472189
armenia,TIMEPAD,2018,Asia,Western Asia,Transition economies,9621.0,28331472880.0,0.76,,ARM,2951741.0,1-5M,15,5.08174667086306
aruba,MEETUP,2015,Americas,Caribbean,Developing economies,39455.0,4157176527.0,0.934,1.30343,ABW,105846.0,100k-1M,1,9.44768815070952
aruba,MEETUP,2017,Americas,Caribbean,Developing economies,39455.0,4157176527.0,0.934,1.30343,ABW,105846.0,100k-1M,1,9.44768815070952
aruba,MEETUP,2018,Americas,Caribbean,Developing economies,39455.0,4157176527.0,0.934,1.30343,ABW,105846.0,100k-1M,3,28.343064452128566
aruba,TED,2011,Americas,Caribbean,Developing economies,39455.0,4157176527.0,0.934,1.30343,ABW,105846.0,100k-1M,1,9.44768815070952
aruba,TED,2015,Americas,Caribbean,Developing economies,39455.0,4157176527.0,0.934,1.30343,ABW,105846.0,100k-1M,5,47.23844075354761
aruba,TED,2016,Americas,Caribbean,Developing economies,39455.0,4157176527.0,0.934,1.30343,ABW,105846.0,100k-1M,2,18.89537630141904
aruba,TED,2017,Americas,Caribbean,Developing economies,39455.0,4157176527.0,0.934,1.30343,ABW,105846.0,100k-1M,1,9.44768815070952
aruba,TED,2018,Americas,Caribbean,Developing economies,39455.0,4157176527.0,0.934,1.30343,ABW,105846.0,100k-1M,1,9.44768815070952
australia,ART_EDUCATION,2010,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,7,0.2811453524283508
australia,ART_EDUCATION,2011,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,8,0.3213089742038295
australia,ART_EDUCATION,2012,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,5,0.20081810887739343
australia,ART_EDUCATION,2013,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,4,0.16065448710191474
australia,ART_EDUCATION,2014,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,5,0.20081810887739343
australia,ART_EDUCATION,2015,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,4,0.16065448710191474
australia,ART_EDUCATION,2016,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,4,0.16065448710191474
australia,ART_EDUCATION,2017,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,9,0.3614725959793082
australia,ART_EDUCATION,2018,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,6,0.24098173065287212
australia,BEHANCE,2007,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,10,0.40163621775478686
australia,BEHANCE,2008,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,97,3.895871312221433
australia,BEHANCE,2009,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,476,19.117883965127856
australia,BEHANCE,2010,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,876,35.18333267531933
australia,BEHANCE,2011,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,1419,56.992179299404256
australia,BEHANCE,2012,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,2440,97.99923713216799
australia,BEHANCE,2013,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,3789,152.17996290728874
australia,BEHANCE,2014,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,3042,122.17773744100617
australia,BEHANCE,2015,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,2120,85.14687816401482
australia,BEHANCE,2016,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,2274,91.33207591743853
australia,BEHANCE,2017,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,2139,85.90998697774891
australia,BEHANCE,2018,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,1934,77.67644451377578
australia,EFLUX,2010,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,30,1.2049086532643607
australia,EFLUX,2011,Oceania,Oceania,Developed economies,49654.0,1221573766769.0,0.938,0.08630349999999999,AUS,24898153.0,5-50M,20,0.8032724355095737
